CASEID_NEW,highest_degree_received,education,head_of_household_indicator,household_size,housing_type,household_income,marital_status,msa_status,region_4,region_9,own_rent,members_lt_2,members_13_to_17,members_gt_18,members_2_to_5,members_6_to_12,employment_status,has_internet_access,bg_survey_date,age,children_in_hh,next_next_year,gender,race,hispanic,out_of_closet,political_affiliation,born_again,religion,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight_couples_coresident,glb_status,same_gender_partner,partner_latino,partners_race,partner_born_again,partners_religion,partners_relgion_same_as_age_16,partners_religion_at_16,partners_highest_education,partners_mothers_highest_education,partners_political_affiliation,religion_same_as_age_16,religion_at_16,mothers_highest_education,most_time_spend_living_in,relatives_seen_per_month,gender_attraction,has_domestic_partnership,has_civil_union,no_domestic_partnership_or_civil_union,age_when_met,age_when_relationship_started,age_when_moved_in_together,age_married,age_when_domestic_partnership,who_earned_higher_income,attended_same_high_school,attended_same_college,grew_up_in_same_town,knew_parents_first,met_at_work,met_at_school,met_at_church,met_via_personal_ad,met_on_vacation,met_at_bar,mat_at social_club,met_at_private_party,met_at_other,met_at_other_text,met_using_internet,intro_by_family,intro_by_friend,intro_by_coworker,intro_by_classmates,intro_by_neighbor,intro_by_self,intro_by_other,intro_by_other_text,met_online,intro_summary_codes,how_met_online,same_gender_partner2,partner_gender,partner_gender2,age_difference,zip_pct_white,zip_pct_black,zip_pct_hispanic,zip_median_income,zip_pct_foreign_born,zip_rural,HOW_LONG_AGO_FIRST_MET_CAT,highest_earning_gender,same_religion,target_survey_dt,survey_date,marriage_count_combined,time_since_met,time_since_romantic,time_since_cohab,time_since_first_relationship,broke_up,acquainted_before_dated,lived_together_before_married,time_dating_until_married,time_met_until_married,time_met_until_dating,been_divorced,currently_married,living_together,income,couple_religion
4050291,bachelors degree,bachelor's degree or higher,1,4,a one-family house detached from any other house,"$15,000 to $19,999",married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,2,1,1,working - self-employed,1,2011-06-01,33.0,4.0,2013,female,"black, non-hispanic","no, i am not","yes, both",democrat,yes,baptist - any denomination,264379,264379,264379,288723,385071, , ,138733.4063,0,,no (not latino or hispanic),black or african american,yes,baptist - any denomination,"yes, the same",,"some college, no degree",12th grade no diploma,democrat,"yes, the same",,associate degree,united states,26,opposite gender only,,,,13,25.0,25,25, ,partner earned more,same high school,did not attend same college or university,yes,no,no,yes,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,1,,different sex couple,,male,1,80%-91.99%,3%-19.99%,4%-19.99%,$42000-$64999,2%-4.99%,non rural,16-20,male,true,2011-06-01,2013-03-01,1.0,20.002739726027396,8.002739726027396,8.002739726027396,8.002739726027396,0,1.0,0.0,0.0,12.0,12.0,0,1,1,17499.5,both baptist
4054305,"some college, no degree",some college,1,1,a building with 2 or more apartments,"$20,000 to $24,999",never married,non-metro,northeast,new england,rented for cash,0,0,1,0,0,working - as a paid employee,0,2009-04-01,32.0,1.0,2011,female,"white, non-hispanic","no, i am not","yes, both",democrat,no,none,53214,53214,53214,53077,70789, , , ,0,,no (not latino or hispanic),white,no,catholic,"yes, the same",,refused,refused,democrat,"yes, the same",,hs graduate or ged,united states,5,opposite gender only,no,no,have neither dp nor cu,21,21.0, , , ,partner earned more,different high school,,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,2,,different sex couple,,male,11,92% and higher,1%-2.99%,<2%,$34000-$41999,2%-4.99%,non rural,6-10,male,false,2009-03-01,2011-05-01,0.0,11.167123287671233,11.167123287671233,,11.167123287671233,0,0.0,,,,0.0,0,0,0,22499.5,none/catholic
4054305,"some college, no degree",some college,1,1,a building with 2 or more apartments,"$25,000 to $29,999",never married,non-metro,northeast,new england,rented for cash,0,0,1,0,0,working - as a paid employee,0,2011-07-01,34.0,1.0,2013,female,"white, non-hispanic","no, i am not","yes, both",democrat,no,none,53214,53214,53214,53077,70789, , , ,0,,no (not latino or hispanic),white,no,catholic,"yes, the same",,refused,refused,democrat,"yes, the same",,hs graduate or ged,united states,5,opposite gender only,no,no,have neither dp nor cu,21,21.0, , , ,partner earned more,different high school,,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,2,,different sex couple,,male,11,92% and higher,1%-2.99%,<2%,$34000-$41999,2%-4.99%,non rural,6-10,male,false,2011-05-01,2013-03-01,0.0,13.002739726027396,13.002739726027396,,13.002739726027396,0,0.0,,,,0.0,0,0,0,27499.5,none/catholic
4056536,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$125,000 to $149,999",living with partner,metro,south,south atlantic,rented for cash,0,0,2,0,0,not working - looking for work,1,2009-04-01,54.0,2.0,2011,male,"white, non-hispanic","no, i am not","yes, both",democrat,no,catholic,1414,1414,1414,1253,1674,1172,1172,940.7341919,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,bachelor's degree,democrat,"yes, the same",,"some college, no degree",united states,0,only same gender,no,no,have neither dp nor cu,28,28.0,28, , ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,3,,same-sex couple,,male,2,<55%,20% or more,4%-19.99%,<$34k,12%+,non rural,21-30,male,false,2009-03-01,2011-04-01,0.0,27.084931506849315,27.084931506849315,27.084931506849315,27.084931506849315,0,0.0,,,,0.0,0,0,1,137499.5,catholic/protestant
4056536,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$75,000 to $84,999",living with partner,metro,south,south atlantic,rented for cash,0,0,2,0,0,not working - looking for work,1,2011-07-01,56.0,2.0,2013,male,"white, non-hispanic","no, i am not","yes, both",democrat,no,catholic,1414,1414,1414,1253,1674,1172,1172,940.7341919,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,bachelor's degree,democrat,"yes, the same",,"some college, no degree",united states,0,only same gender,no,no,have neither dp nor cu,28,28.0,28, , ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,3,,same-sex couple,,male,2,<55%,20% or more,4%-19.99%,<$34k,12%+,non rural,21-30,male,false,2011-04-01,2013-03-01,0.0,29.002739726027396,29.002739726027396,29.002739726027396,29.002739726027396,0,0.0,,,,0.0,0,0,1,79999.5,catholic/protestant
4057293,"some college, no degree",some college,0,5,a building with 2 or more apartments,"$20,000 to $24,999",divorced,metro,west,pacific,rented for cash,0,0,2,1,2,working - as a paid employee,1,2009-05-01,30.0,5.0,2011,female,"white, non-hispanic","no, i am not",no,republican,no,mormon,59093,59093,59093,60301,80424, , , ,0,,no (not latino or hispanic),white,no,none,"yes, the same",,"some college, no degree",hs graduate or ged,no preference,"yes, the same",,"some college, no degree",united states,0,opposite gender only,yes,no,have either dp or cu,28,28.0, , ,28,partner earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,2,,different sex couple,,male,14,<55%,3%-19.99%,20%+,$34000-$41999,12%+,non rural,0-2,male,false,2009-03-01,2011-07-01,1.0,3.334246575342466,3.334246575342466,,3.8328767123287673,0,0.0,,,,0.0,1,0,0,22499.5,other different
4057293,"some college, no degree",some college,0,4,a one-family house detached from any other house,"$20,000 to $24,999",living with partner,metro,west,pacific,owned or being bought by you or someone in your household,0,0,4,0,0,working - as a paid employee,0,2011-07-01,33.0,4.0,2013,female,"white, non-hispanic","no, i am not",no,republican,no,mormon,59093,59093,59093,60301,80424, , , ,0,,no (not latino or hispanic),white,no,none,"yes, the same",,"some college, no degree",hs graduate or ged,no preference,"yes, the same",,"some college, no degree",united states,0,opposite gender only,yes,no,have either dp or cu,28,28.0, , ,28,partner earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,2,,different sex couple,,male,14,<55%,3%-19.99%,20%+,$34000-$41999,12%+,non rural,0-2,male,false,2011-07-01,2013-04-01,1.0,5.087671232876712,5.087671232876712,,5.586301369863014,0,0.0,,,,0.0,1,0,1,22499.5,other different
4064361,high school graduate - high school diploma or the equivalent (ged),high school,1,5,a one-family house detached from any other house,"$100,000 to $124,999",married,metro,west,pacific,owned or being bought by you or someone in your household,0,1,4,0,0,working - as a paid employee,1,2009-05-01,38.0,5.0,2011,female,hispanic,"yes, mexican, mexican-american, chicano",no,democrat,no,none,134423,134423,134423,132984,177361, , ,108708.6875,0,,"yes, mexican, mexican american, chicano",other (please specify),no,none,"no, has changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",5th or 6th grade,5th or 6th grade,democrat,"no, i have changed religions",catholic,12th grade no diploma,united states,5,opposite gender only,,,,16,16.0,17,17, ,i earned more,different high school,,yes,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",yes,yes,no,no,no,no,no,0,met offline,3,,different sex couple,,male,6,55%-79.99%,<1%,4%-19.99%,$65k+,5%-11.99%,non rural,16-20,female,true,2009-03-01,2011-04-01,1.0,22.084931506849315,22.084931506849315,21.084931506849315,22.084931506849315,0,0.0,0.0,1.0,1.0,0.0,0,1,1,112499.5,both none
4066436,"some college, no degree",some college,1,4,a one-family house detached from any other house,"$100,000 to $124,999",divorced,metro,west,pacific,owned or being bought by you or someone in your household,0,0,2,1,1,working - self-employed,1,2009-05-01,45.0,4.0,2011,male,hispanic,"yes, other spanish/hispanic/latino",no,republican,no,catholic,80340,80340,80340,79357,105839, , ,94380.28125,0,,"yes, mexican, mexican american, chicano",white,no,catholic,"yes, the same",,associate degree,"some college, no degree",republican,"yes, the same",,hs graduate or ged,united states,1,opposite gender only,no,no,have neither dp nor cu,34,39.0,40, , ,i earned more,different high school,attended same college or university,yes,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,3,,different sex couple,,female,11,55%-79.99%,<1%,4%-19.99%,$65k+,12%+,non rural,6-10,male,true,2009-03-01,2011-04-01,1.0,11.084931506849315,6.0849315068493155,5.0849315068493155,6.0849315068493155,1,1.0,,,,5.0,1,0,0,112499.5,both catholic
4067321,associate degree,some college,1,5,a one-family house detached from any other house,"$75,000 to $84,999",married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,2,1,not working - other,1,2011-08-01,36.0,5.0,2013,female,"white, non-hispanic","no, i am not",no,republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",83865,83865,83865,84061,112113, , ,43866.10938,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, has changed religions",catholic,master's degree,associate degree,republican,"yes, the same",,bachelor's degree,united states,3,opposite gender only,,,,19,21.0,23,24, ,partner earned more,same high school,did not attend same college or university,yes,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,2,,different sex couple,,male,3,92% and higher,<1%,<2%,$42000-$64999,2%-4.99%,non rural,11-15,male,false,2011-04-01,2013-03-01,2.0,17.002739726027396,15.002739726027396,13.002739726027396,15.002739726027396,0,1.0,1.0,3.0,5.0,2.0,1,1,1,79999.5,both protestant
4069331,masters degree,bachelor's degree or higher,1,3,a one-family house attached to one or more houses,"$175,000 or more",married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,3,0,0,not working - looking for work,1,2009-04-01,34.0,3.0,2011,male,"other, non-hispanic","no, i am not","yes, friends",democrat,no,hindu,107357,107357,107357,107490,143360, , ,111110.1641,0,,no (not latino or hispanic),asian or pacific islander,no,hindu,"yes, the same",,bachelor's degree,9th grade,democrat,"yes, the same",,bachelor's degree,united states,1,opposite gender only,,,,25,25.0,29,29, ,i earned more,different high school,did not attend same college or university,no,no,no,no,yes,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,no,yes,1,met offline,3,,different sex couple,,female,3,<55%,3%-19.99%,20%+,$34000-$41999,12%+,non rural,6-10,male,true,2009-03-01,2011-04-01,1.0,10.084931506849315,10.084931506849315,6.0849315068493155,10.084931506849315,0,0.0,0.0,4.0,4.0,0.0,0,1,1,175000.0,other same
4069331,masters degree,bachelor's degree or higher,1,3,a one-family house attached to one or more houses,"$175,000 or more 120",married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,2,1,0,working - as a paid employee,1,2011-09-01,37.0,3.0,2013,male,"other, non-hispanic","no, i am not","yes, friends",democrat,no,hindu,107357,107357,107357,107490,143360, , ,111110.1641,0,,no (not latino or hispanic),asian or pacific islander,no,hindu,"yes, the same",,bachelor's degree,9th grade,democrat,"yes, the same",,bachelor's degree,united states,1,opposite gender only,,,,25,25.0,29,29, ,i earned more,different high school,did not attend same college or university,no,no,no,no,yes,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,no,yes,1,met offline,3,,different sex couple,,female,3,<55%,3%-19.99%,20%+,$34000-$41999,12%+,non rural,6-10,male,true,2011-04-01,2013-03-01,1.0,12.002739726027396,12.002739726027396,8.002739726027396,12.002739726027396,0,0.0,0.0,4.0,4.0,0.0,0,1,1,175000.0,other same
4072283,associate degree,some college,0,3,a one-family house detached from any other house,"$40,000 to $49,999",divorced,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,1,0,working - as a paid employee,1,2009-05-01,29.0,3.0,2011,male,"white, non-hispanic","no, i am not","yes, friends",republican,,catholic,45920,45920,45920,45289,60403, , , ,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,"some college, no degree",hs graduate or ged,republican,"yes, the same",,hs graduate or ged,united states,5,opposite gender only,no,no,have neither dp nor cu,27,28.0, , , ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,yes,yes,no,no,no,no,0,met offline,5,,different sex couple,,female,10,92% and higher,<1%,<2%,$42000-$64999,2%-4.99%,non rural,0-2,male,false,2009-03-01,2011-04-01,1.0,3.084931506849315,2.084931506849315,,3.5835616438356164,0,1.0,,,,1.0,1,0,0,44999.5,catholic/protestant
4072283,associate degree,some college,0,3,a one-family house detached from any other house,"$40,000 to $49,999",divorced,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,1,working - as a paid employee,1,2011-07-01,31.0,3.0,2013,male,"white, non-hispanic","no, i am not","yes, friends",republican,,catholic,45920,45920,45920,45289,60403, , , ,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,"some college, no degree",hs graduate or ged,republican,"yes, the same",,hs graduate or ged,united states,5,opposite gender only,no,no,have neither dp nor cu,27,28.0, , , ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,yes,yes,no,no,no,no,0,met offline,5,,different sex couple,,female,10,92% and higher,<1%,<2%,$42000-$64999,2%-4.99%,non rural,0-2,male,false,2011-04-01,2013-05-01,1.0,5.16986301369863,4.16986301369863,,5.668493150684932,1,1.0,,,,1.0,1,0,0,44999.5,catholic/protestant
4073291,bachelors degree,bachelor's degree or higher,1,4,a one-family house detached from any other house,"$100,000 to $124,999",married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,2,1,1,not working - other,1,2009-12-01,31.0,4.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",republican,yes,other christian,29464,29464,29464,29335,39124, , ,15411.14551,0,,no (not latino or hispanic),white,no,other christian,"yes, the same",,bachelor's degree,master's degree,republican,"yes, the same",,bachelor's degree,united states,3,opposite gender only,,,,17,18.0,19,19, ,partner earned more,different high school,attended same college or university,no,no,no,yes,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,yes,no,yes,no,yes,no,0,met offline,3,,different sex couple,,male,1,55%-79.99%,3%-19.99%,4%-19.99%,$42000-$64999,12%+,non rural,11-15,male,true,2009-03-01,2011-05-01,1.0,14.167123287671233,13.167123287671233,12.167123287671233,13.167123287671233,0,1.0,0.0,1.0,2.0,1.0,0,1,1,112499.5,both other christian
